,상호,브랜드,"가입비
(가맹비)",교육비,보증금,"기타비용
(인테리어
비용포함)","합계
(창업비용
지수)","인테리어면적당(3.3㎡)
비용","기준면적
(㎡)인테리어",총 비용,가맹점수,신규개점,계약종료,계약해지,명의변경,가맹점 평균 매출액 ,가맹점 면적(3.3㎡)당 평균매출액
2022,메이커다이브(주),제일구락부,"3,300","3,300","2,000","56,430","65,030
(1.00)","2,420",50,"36,300",0,0,0,0,0,0,0
2022,하이커피(HIGHCOFFEE),하이커피,"5,500","3,300","2,000","61,050","71,850
(1.00)","1,650",33,"16,500",1,1,0,0,0,0,0
2022,엘아르카,엘아르카,"11,000","3,850","3,000","92,950","110,800
(1.00)","2,200",66,"44,000",12,2,2,0,0,63766,1776
2022,(주)꿈을실현하는사람들,아몽즈커피(A Mong Z),"5,500","2,200","1,000","49,500","58,200
(1.00)","1,760",33,"17,600",3,3,0,0,0,0,0
2022,(주)위너스에프앤디,잇지커피,"13,200","5,500","3,000","50,050","71,750
(1.00)","1,870",33,"18,700",0,0,0,0,0,0,0
2022,㈜하나패밀리,주니아,"11,000","3,300","3,000","68,200","85,500
(1.00)","2,750",33,"27,500",15,9,0,2,0,224944,15979
2022,제이엠트렌드,후식(WHO SEEK),"2,343","3,300","3,000","70,390","79,033
(1.00)","2,200",50,"33,000",6,3,0,0,0,343187,0
2022,(주)카페홀릭,벤투스커피,"132,000","5,500","3,000","109,450","249,950
(3.00)","1,833",99,"55,000",1,0,0,0,0,0,0
2022,(주)로반스윗,로반스윗,"3,300","2,200","3,000","65,450","73,950
(1.00)","2,750",33,"27,500",7,1,0,1,0,68571,6854
2022,(주)더블유씨엠인터내셔널,터치카페,0,0,0,"71,500","71,500
(1.00)","5,500",13,"22,000",47,12,7,0,0,27855,3453
2022,(유)에브라임이노베이션,카페게이트,"5,500","5,500","2,000","50,380","63,380
(1.00)","2,681",26,"21,450",115,41,0,9,4,160755,13296
2022,(주)다빈치,다빈치커피,"11,000",0,"5,000","161,700","177,700
(2.00)","2,400",109,"79,200",10,0,6,1,0,71746,2660
2022,(주)커피사피엔스,커피사피엔스,"7,700","3,300","5,000","53,900","69,900
(1.00)","1,760",33,"17,600",55,17,0,2,7,177569,15580
2022,골든내츄럴라이프,한글153,"11,000","2,200","5,000","55,350","73,550
(1.00)","1,700",33,"17,000",0,0,0,0,0,0,0
2022,(주)디떼,디에떼에스프레소,"5,500","5,500","5,000","102,000","118,000
(1.00)","3,550",66,"71,000",71,3,12,9,4,40763,1533
2022,대현패밀리(주),퀸즈브라운,"7,700","3,300","5,000","48,700","64,700
(1.00)",0,0,0,6,0,3,0,1,98036,3427
2022,(주)매머드커피랩,매머드커피(Mammoth coffee),"11,000","5,500",0,"69,124","85,624
(1.00)","2,888",26,"23,100",45,1,0,14,3,202423,14815
2022,(주)매머드커피랩,매머드익스프레스(Mammoth Express),"11,000","5,500",0,"73,474","89,974
(1.00)","2,888",26,"23,100",295,139,0,6,18,192732,16435
2022,(주)유진에프엔비,카페베르냐노 1882,"33,000","16,500","20,500","238,700","308,700
(3.00)","1,870",165,"93,500",0,0,0,0,0,0,0
2022,(주)와이엠상사,영다방,"2,200","3,300","30,000","41,720","77,220
(1.00)","2,090",26,"16,720",4,4,0,0,0,0,0
2022,(주)슬기로운커피생활,킁킁커피,"5,500","5,500","3,000","90,500","104,500
(1.00)","2,000",50,"30,000",5,5,0,0,0,0,0
2022,(주)트렌차이즈,에이프리카페(A-FREE CAFE),"5,500","3,300",0,"92,450","101,250
(1.00)","2,200",66,"44,000",0,0,0,0,0,0,0
2022,(주)커핀그루나루,커핀그루나루,"11,000","1,100","10,000","225,000","247,100
(3.00)","2,300",132,"92,000",15,0,0,10,1,201563,3609
2022,(주)추앤서에프앤비,캔카페,"4,400","4,400","2,000","56,650","67,450
(1.00)","2,200",40,"26,400",12,2,1,2,0,77058,4635
2022,(주)다이버스잇,에이햅(Ahap),"7,700","3,300","1,000","54,450","66,450
(1.00)","2,200",50,"33,000",0,1,0,1,0,0,0
2022,에스시(SC)월드와이드,24시무인 셀프카페,"5,500","1,100",0,"46,800","53,400
(1.00)","1,320",33,"13,200",25,9,3,1,0,0,0
2022,(주)해리스,칠리노,0,0,0,"41,800","41,800
(.00)","2,002",33,"20,020",11,11,0,0,0,0,0
2022,연두커피인터내셔날(주),드립앤더치,"6,600","4,400","10,000","232,430","253,430
(3.00)","2,695",132,"107,800",3,0,0,0,0,0,0
2022,(주)카페코지,카페코지,"5,500","3,300","3,000","39,600","51,400
(1.00)","2,750",33,"27,500",41,9,0,4,5,55530,3536
2022,(주)씨에프씨,비커피(BEE COFFEE),"5,500","2,200","2,000","70,070","79,770
(1.00)","3,300",33,"33,000",5,2,0,1,0,152767,7305
2022,(주)창업파트너,청담 커피,0,0,0,"41,800","41,800
(.00)","1,650",33,"16,500",0,0,0,0,0,0,0
2022,(주)창업파트너,서초동 에스프레소,0,0,0,"41,800","41,800
(.00)","1,650",33,"16,500",0,0,0,0,0,0,0
2022,(주)최대패,일맥커피,"5,500","3,300","3,000","69,850","81,650
(1.00)","1,650",33,"16,500",0,0,0,0,0,0,0
2022,(주)강남사람들,티블랙,"5,500","3,300",0,"59,000","67,800
(1.00)","2,800",33,"28,000",4,0,2,0,0,64826,4947
2022,에이원인터컴(주),호이안로스터리,"5,500","3,300","2,000","81,145","91,945
(1.00)","3,487",50,"52,303",1,0,0,0,0,7724,1037
2022,테스터,TESTER COFFEE(테스터커피),"5,500","5,500","5,000","88,550","104,550
(1.00)","1,650",50,"24,750",0,0,0,0,0,0,0
2022,㈜듀코비,듀코비커피,"5,500","2,750","1,000","109,450","118,700
(1.00)","3,080",66,"61,600",0,0,0,0,0,0,0
2022,(주)다다컴퍼니,커피왕,"3,300","2,200",0,"55,635","61,135
(1.00)","2,500",33,"25,000",30,5,0,1,0,86724,5593
2022,(주)비아이랩,원유로스페셜티커피,"5,500","3,300","3,000","69,850","81,650
(1.00)","3,483",30,"31,350",72,54,0,3,2,123711,7654
2022,(주)어오케이컴퍼니,어오케이커피(A.OK COFFEE),"5,500","5,500","3,000","67,265","81,265
(1.00)","2,420",40,"29,040",4,4,0,0,0,0,0
2022,(주)커피집단,카페소프트,"3,300","2,200","2,000","61,600","69,100
(1.00)","1,650",66,"33,000",0,0,0,0,0,0,0
2022,(주)행복한님들,행님디저트카페,"5,500","3,300","2,000","47,200","58,000
(1.00)","2,200",33,"22,000",5,3,1,4,0,299152,34703
2022,(주)외식전문기업제이케이,꾸브라빈,"3,300","1,650",0,"56,650","61,600
(1.00)","3,300",33,"33,000",0,0,0,0,0,0,0
2022,(주)해시즈,제로당(ZERODANG),"11,000","5,500","3,000","57,400","76,900
(1.00)","1,650",33,"16,500",0,0,0,0,0,0,0
2022,(주)티제이커피기업,커피기업,"8,800","4,400","2,000","90,090","105,290
(1.00)","2,200",50,"33,000",12,6,0,0,2,305279,18628
2022,(주)지제이케이홀딩스,록시드갸토(LOXID GATEAU),"11,000","5,500","5,000","59,950","81,450
(1.00)","2,200",33,"22,000",10,1,0,6,0,83470,2894
2022,(주)케이엠엘리홀딩스,케이엠엘리갤러리카페,"5,500",0,0,"99,000","104,500
(1.00)","2,200",66,"44,000",23,8,6,4,0,31177,1681
2022,㈜메이크어베러(Makeabetter),에이바우트커피,"55,000",0,"20,000","364,000","439,000
(4.00)","2,750",264,"220,000",53,13,0,2,0,355944,3613
2022,(주)이에이티,잇. (eat.),"8,000","2,000","3,000","52,415","65,415
(1.00)","2,420",26,"19,360",0,0,0,0,0,0,0
2022,피맥당정발산점,카페맥피일,"5,500","3,300","3,000","40,150","51,950
(1.00)","2,090",33,"20,900",0,0,0,0,0,0,0
2022,(주)티짱,블랙오아시스,"5,500","3,300","1,000","58,850","68,650
(1.00)","1,650",50,"24,750",0,0,0,0,0,0,0
2022,(주)고바슨,고바슨,"11,000","8,800","10,000","245,850","275,650
(3.00)","2,530",165,"126,500",6,2,0,0,0,270167,2456
2022,마그네이트코리아,드링드링,"5,500","3,300","3,000","38,200","50,000
(1.00)","2,200",33,"22,000",0,0,0,0,0,0,0
2022,(주)핵가족,핵커피,"5,500","3,300","2,000","50,380","61,180
(1.00)","2,475",26,"19,800",1,0,0,0,0,0,0
2022,(주)커먼룸,OSOA(오소아),"5,500","3,300","2,000","86,900","97,700
(1.00)","2,420",50,"36,300",0,0,0,0,0,0,0
2022,(주)아델라7,아델라7,"11,000","3,300","5,000","111,100","130,400
(1.00)","2,750",66,"55,000",0,0,0,0,0,0,0
2022,(주)바리스타비,바리스타비,"2,200","1,100",0,"33,000","36,300
(.00)","2,860",16,"14,300",7,0,2,0,1,34677,1276
2022,다산에이앤씨,푸링,"5,500","3,300","2,000","55,000","65,800
(1.00)","2,200",33,"22,000",0,0,0,0,0,0,0
2022,(주)그레닉스,워크스테이션,"5,500","3,300","5,000","135,300","149,100
(2.00)","2,750",66,"55,000",0,0,0,0,0,0,0
2022,(주)죠스푸드,클로버 커피(Clover Coffee),"11,000","4,400","2,000","55,055","72,455
(1.00)","2,320",50,"34,800",0,0,0,0,0,0,0
2022,신한비즈넷,비알레티,"5,500","3,300","2,000","55,000","65,800
(1.00)","2,200",33,"22,000",0,0,0,0,0,0,0
2022,(주)위벨롭먼트,시선,"11,000","8,800","1,000","229,900","250,700
(3.00)","2,310",165,"115,500",0,0,0,0,0,0,0
2022,레플리카커피,REPLICA COFFEE(레플리카커피),"3,300","2,200","3,000","74,800","83,300
(1.00)","1,833",50,"27,500",0,0,0,0,0,0,0
2022,(주)비욘드더드림,카페야(Cafe Yah),"5,500","3,300","3,000","72,050","83,850
(1.00)","2,530",50,"37,950",1,1,0,0,0,0,0
2022,㈜몬스터,몬스터커피,"5,500","5,500","5,000","40,150","56,150
(1.00)","2,200",23,"15,400",53,23,0,0,4,183510,14736
2022,라온컴퍼니,1L 커피특별시,"3,300","2,200",0,"50,600","56,100
(1.00)","1,760",33,"17,600",0,0,0,0,0,0,0
2022,(주)에스앤큐플러스,토프레소,"3,300","3,300","2,000","58,575","67,175
(1.00)","2,475",26,"19,800",184,7,0,32,16,77524,5117
2022,(주)바음,카페임당,"5,500","3,300","2,000","111,100","121,900
(1.00)","1,650",99,"49,500",0,0,0,0,0,0,0
2022,(주)더미남,미남커피(MINAM COFFEE),"3,300","3,300","1,000","44,330","51,930
(1.00)","1,650",33,"16,500",19,8,0,2,3,0,0
2022,(주)원우푸드,태미원,"8,800","2,200","2,000","63,800","76,800
(1.00)","1,650",66,"33,000",0,0,0,0,0,0,0
2022,(주)정철,와커피 (WA’ COFFEE),"5,500","2,750",0,"69,850","78,100
(1.00)","3,025",33,"30,250",3,3,0,0,0,0,0
2022,(주)올리브홀딩스,팬도로시,"4,900","1,100","3,000","124,700","133,700
(1.00)","3,000",66,"60,000",7,0,4,2,0,0,0
2022,(주)바리스트로,바리스트로,"16,500","16,500","5,000","245,300","283,300
(3.00)","2,970",198,"178,200",7,7,0,0,0,55944,5086
2022,(주)케이푸드아이엔지,allcha(올차),"11,000","3,300","2,000","60,750","77,050
(1.00)","2,200",33,"22,000",0,0,0,0,0,0,0
2022,(주)범브로스,점프(JUMP),"3,850","2,200","1,000","48,950","56,000
(1.00)","3,300",33,"33,000",11,11,0,0,0,259869,17289
2022,더존커피랩협동조합,카페콘페스타,"2,000","2,000","3,000","68,000","75,000
(1.00)","2,000",50,"30,000",0,0,0,0,0,0,0
2022,(주)데일리비어,생활커피,"7,700","3,300","2,000","56,100","69,100
(1.00)","2,750",33,"27,500",0,0,0,0,0,0,0
2022,㈜지웍스,손수,"3,300","2,200","5,000","53,900","64,400
(1.00)","1,760",50,"26,400",0,0,0,0,0,0,0
2022,㈜비앰씨,CAFE 설렘주의보,"3,300","2,200","1,000","44,550","51,050
(1.00)","2,200",33,"22,000",20,3,1,1,3,153271,12828
2022,(주)브라우니30,카페브라우니30(CAFE BROWNY30),"11,000","3,300","5,000","106,272","125,572
(1.00)","2,200",50,"33,000",3,1,0,0,0,0,0
2022,(주)눈사람,존잘커피,"3,300","2,200",0,"22,000","27,500
(.00)","1,320",16,"6,600",0,0,0,0,0,0,0
2022,올리터카페&디저트프랜차이즈,올리터,"5,500","3,300",0,"24,585","33,385
(.00)","1,650",33,"16,500",7,7,0,0,0,0,0
2022,감성팩,감성카페,"5,500","3,300","1,000","1,000","10,800
(.00)",0,33,0,0,0,0,0,0,0,0
2022,랜드유통,드림커피,"5,500","3,300","1,000","64,130","73,930
(1.00)","2,783",33,"27,830",2,2,0,0,0,0,0
2022,루나에프엔비(주),반달커피,"5,500","22,000","2,000","34,050","63,550
(1.00)","2,200",16,"11,000",74,23,0,2,8,132519,10608
2022,(주)남쪽나라,운커피(雲커피),"5,500","3,300","2,000","74,470","85,270
(1.00)","2,200",33,"22,000",0,0,0,0,0,0,0
2022,(주)루머팡,루머팡,"4,400","1,100","5,000","47,500","58,000
(1.00)","1,500",50,"22,500",7,0,0,0,0,27596,2509
2022,킹스빈코리아,킹스빈,"5,500","3,300","3,000","52,800","64,600
(1.00)","2,200",33,"22,000",6,1,0,3,0,136437,10230
2022,(주)돌우물,무릉,"5,500","2,200","5,000","79,800","92,500
(1.00)","1,650",66,"33,000",0,0,0,0,0,0,0
2022,퍼즈10,Pause 10',"5,500","3,300","3,000","51,700","63,500
(1.00)","1,870",33,"18,700",1,1,0,0,0,0,0
2022,(주)베델에프앤비(BethelF&B),쿠카쿠,"3,300","5,500","5,000","91,300","105,100
(1.00)","1,980",99,"59,400",12,3,1,0,0,124514,3036
2022,(주)정직한,꿀스커피GGUL'S COFFEE,"5,500","3,300","3,000","37,400","49,200
(1.00)","2,200",26,"17,600",31,0,13,0,5,96022,5204
2022,손커피연구소,손커피연구소,"5,500","3,300","2,000","69,850","80,650
(1.00)","1,980",66,"39,600",15,2,0,0,0,139735,4076
2022,(주)감성인터내셔널,코페아커피(COFFEA COFFEE),"8,800","2,200","6,000","130,000","147,000
(2.00)","2,500",66,"50,000",9,0,0,3,0,130783,3315
2022,(주)비바리움파크,비바리움 파크 카페,0,0,0,"71,500","71,500
(1.00)","1,760",66,"35,200",0,0,0,0,0,0,0
2022,그린텀블러,카페드그린,"5,500","2,200","5,000","72,500","85,200
(1.00)","2,850",33,"28,500",0,0,0,0,0,0,0
2022,(주)디앤지에프씨,씨이십칠(C27),"11,000","3,300","10,000","214,500","238,800
(2.00)","2,200",132,"88,000",2,0,0,0,0,0,0
2022,(주)옥상푸드빌,커피문방구,"5,500","3,300","2,000","63,250","74,050
(1.00)","1,980",66,"39,600",0,0,0,0,0,0,0
2022,에이피씨(주),아필코(APILCO),"33,000","5,500","5,000","192,500","236,000
(2.00)","2,200",165,"110,000",7,3,0,0,0,375181,5632
2022,(주)91컴퍼니,브런치빈,"5,500","5,500","5,000","249,500","265,500
(3.00)","3,510",165,"175,500",6,6,0,0,0,0,0
2022,(주)훈훈한배,히스피(HISFFEE),"11,000","3,300","3,000","33,000","50,300
(1.00)","2,000",50,"30,000",0,0,0,0,0,0,0
2022,(주)블랙와인커피,블랙와인커피,"5,500","5,500","3,000","101,010","115,010
(1.00)","1,980",99,"59,400",4,4,0,0,0,0,0
2022,미드테이블,미드테이블커피 (MIDT COFFEE),"3,500","3,500",0,"73,150","80,150
(1.00)","1,320",99,"39,600",4,4,0,0,0,0,0
2022,(주)펀키즈코리아,차일드큐브,"44,000","3,300","1,000","139,500","187,800
(2.00)","3,300",50,"49,500",0,0,0,0,0,0,0
2022,㈜바다와우리,바다CCM(씨씨엠)커피,"3,850","1,650",0,"99,000","104,500
(1.00)","1,760",99,"52,800",2,2,0,0,0,0,0
2022,㈜바다와우리,바다마라나타 베이커리&커피,"3,850","1,650",0,"66,800","72,300
(1.00)","1,760",66,"35,200",0,0,0,0,0,0,0
2022,(주)르하임메르쎄시,카페메르쎄시,"5,500","3,300","3,000","40,150","51,950
(1.00)","2,090",33,"20,900",0,0,0,0,0,0,0
2022,일월십사일,일월십사일,"5,500","11,000","2,000","60,500","79,000
(1.00)","2,200",50,"33,000",1,1,0,0,0,0,0
2022,㈜티엠컴퍼니,커피스토아,"5,500","3,300","10,000","75,900","94,700
(1.00)","2,420",66,"48,400",4,4,0,0,0,0,0
2022,(주)에스에이치컴퍼니,오하오,"2,200","1,100","1,000","14,650","18,950
(.00)",0,0,0,0,0,0,0,0,0,0
2022,(주)엘케이디앤,카페동네,"5,500","6,600","5,000","131,650","148,750
(2.00)","2,383",99,"71,500",19,15,0,0,0,284715,9561
2022,(주)휴니크,메일빈24,"3,300","2,200",0,"34,100","39,600
(.00)",110,16,550,9,8,0,0,0,0,0
2022,이음프랜차이즈,커피머피,"3,300","2,200","2,000","30,250","37,750
(.00)","1,650",33,"16,500",0,0,0,0,0,0,0
2022,(주)포어스코퍼레이션,달꽃다방,"3,300","2,200","10,000","32,768","48,268
(.00)","1,430",33,"14,300",6,5,0,0,0,287143,26321
2022,한국커피평가원㈜,카페 70°C,"5,500","2,200","2,000","58,300","68,000
(1.00)","1,760",33,"17,600",1,1,0,0,0,0,0
2022,㈜빡벳,빡벳(VAC VIET),"5,500","3,300","3,000","56,100","67,900
(1.00)","1,980",33,"19,800",0,0,0,0,0,0,0
2022,알리바바파트너스(주),알리바바(ALIBABA),"7,700","3,300","3,000","44,600","58,600
(1.00)","1,320",66,"26,400",60,20,0,15,1,66377,2795
2022,빙코리아연구소,카페 빙코리아(Cafe BINGCORIA),0,"3,300","2,000","94,050","99,350
(1.00)","1,650",99,"49,500",0,0,0,0,0,0,0
2022,(주)헬리빈,헬리빈커피(HELIBEAN COFFEE),"5,500","3,300","3,000","50,050","61,850
(1.00)","1,650",50,"24,750",0,0,0,0,0,0,0
2022,(주)더조은세상,INGS' COFFEE,0,0,0,"46,750","46,750
(.00)","1,650",33,"16,500",2,2,0,0,0,0,0
2022,㈜엠디엑스,무인다방,"3,300","2,200",0,"56,430","61,930
(1.00)","1,815",26,"14,520",10,10,0,0,0,39445,3254
2022,(주)바름,썬샤인1500,"6,600","2,200","3,000","36,550","48,350
(.00)","1,430",50,"21,450",0,0,0,0,0,0,0
2022,(주)비엔,올더타임,"5,500","3,300","1,000",0,"9,800
(.00)","3,300",50,"49,500",0,0,0,0,0,0,0
2022,(주)코스모월드,카페코스모,"5,500","3,300","3,000","40,150","51,950
(1.00)","2,090",33,"20,900",0,0,0,0,0,0,0
2022,(주)더바움코리아,카페바움(KAFFEE BAUM),"11,000","3,300","5,000","64,900","84,200
(1.00)","2,530",33,"25,300",20,4,0,0,0,219289,15158
2022,(주)씨티카페비엠에스점,시티카페(CITTICAFFE),"5,500","3,300","2,000","38,500","49,300
(1.00)","2,200",33,"22,000",2,1,0,0,0,0,0
2022,㈜나우커피,나우커피,"1,650",550,0,"44,660","46,860
(.00)","1,430",30,"12,870",463,193,0,45,2,2958,331
2022,아이에프씨,무인커피숍,"1,100","1,100","1,000","56,100","59,300
(1.00)","2,200",50,"33,000",0,0,0,0,0,0,0
2022,(주)더본코리아,빽다방,"3,300","3,300","5,000","89,205","100,805
(1.00)","1,925",50,"28,875",971,258,0,8,65,285048,20213
2022,우아한식탁,배터리커피(BATTERY COFFEE),"5,500","2,200","1,000","69,971","78,671
(1.00)","1,778",50,"26,675",1,1,0,0,0,264000,13200
2022,카페코나퀸즈(주),카페코나퀸즈,"11,000","2,200","10,000","182,600","205,800
(2.00)","2,750",82,"68,750",8,0,2,0,0,197638,3274
2022,여기Cafe,화채업자,"5,500","3,300","1,000","79,200","89,000
(1.00)","2,200",66,"44,000",0,0,0,0,0,0,0
2022,씨이오창업,카페씨이오,"5,500","3,300","3,000","40,150","51,950
(1.00)","2,090",33,"20,900",0,0,0,0,0,0,0
2022,(주)CCD,카페CCD,"4,400","4,400","3,000","63,800","75,600
(1.00)","2,200",40,"26,400",11,11,0,0,0,0,0
2022,인터베이스,베라오커피,"2,200","2,200","1,000","42,900","48,300
(.00)","1,650",33,"16,500",0,0,0,0,0,0,0
2022,조이풀컴퍼니(주),발도스커피(valdos coffee),"5,500",550,"3,000","58,300","67,350
(1.00)","1,760",50,"26,400",40,26,0,0,1,175366,7705
2022,(주)오엠푸드,여유한잔,"3,300","2,200","1,000","45,925","52,425
(1.00)","2,200",33,"22,000",0,0,0,0,0,0,0
2022,(유)대동상회,TOGETHER COFFEE (투게더커피),"11,000","5,500",0,"85,800","102,300
(1.00)","2,090",99,"62,700",0,0,0,0,0,0,0
2022,(주)카페플랜,PLAN (플랜),"7,150","4,400","1,000","52,514","65,064
(1.00)","1,980",33,"19,800",9,9,0,0,0,206018,13785
2022,(주)모두공감,커피공감,"5,500","3,300","2,000","105,600","116,400
(1.00)","1,650",165,"82,500",0,0,0,0,0,0,0
2022,로스터리미노(roasterymino),커피달램,"6,600","3,300","2,000","106,700","118,600
(1.00)","2,200",99,"66,000",0,0,0,0,0,0,0
2022,성별에프터유,성별 에이유,"5,500","3,300","2,000","72,050","82,850
(1.00)","2,090",66,"41,800",7,1,0,1,0,188371,6339
2022,(주)도남에프앤에프,커피펍스,"8,800","2,200","1,000","65,000","77,000
(1.00)","4,000",33,"40,000",2,0,0,0,0,0,0
2022,(주)에스에이치리테일,슈퍼사이즈커피,"5,500","3,300","2,000","35,610","46,410
(.00)","1,980",20,"11,880",8,0,0,3,0,60384,6943
2022,씨이오창업,씨이오로스팅,"5,500","3,300","3,000","40,150","51,950
(1.00)","2,090",33,"20,900",0,0,0,0,0,0,0
2022,씨이오창업,씨이오다방,"5,500","3,300","3,000","40,150","51,950
(1.00)","2,090",33,"20,900",0,0,0,0,0,0,0
2022,데일리에스프레소,데일리에스프레소(Daily espresso),"5,500","3,300",0,"144,111","152,911
(2.00)","1,760",165,"88,000",6,0,0,0,0,135834,2456
2022,(주)아에,카페아에,"12,100","2,200","2,000","39,680","55,980
(1.00)","1,350",33,"13,500",0,0,0,0,0,0,0
2022,물레(MULLE),물레(MULLE),"11,000","5,500","10,000","255,200","281,700
(3.00)","2,514",231,"176,000",2,1,0,0,0,0,0
2022,오프로스터리,오프로스터리,"5,500","3,300","3,000","54,800","66,600
(1.00)","2,200",33,"22,000",0,0,0,0,0,0,0
2022,장미카페,장미카페,"3,300","2,200","1,000","65,120","71,620
(1.00)","2,200",50,"33,000",1,1,0,0,0,0,0
2022,에프씨푸드(FCFOOD),플루800,"5,500","2,750","5,000","68,563","81,813
(1.00)","1,980",50,"29,700",28,3,2,0,3,101204,4956
2022,커피매거진본부,커피매거진,"5,500","3,300","1,000","44,550","54,350
(1.00)","1,650",33,"16,500",3,1,0,0,0,0,0
2022,더드림커피,더드림커피,"3,300","3,300",0,"46,750","53,350
(1.00)","1,870",33,"18,700",5,4,0,0,0,0,0
2022,감프커피,감프커피,"2,200","5,500","1,000","58,080","66,780
(1.00)","3,300",33,"33,000",0,0,0,0,0,0,0
2022,모리C&B,모리커피,"5,500","3,300","2,000","74,470","85,270
(1.00)","2,750",33,"27,500",25,24,0,0,2,245394,11943
2022,(주)어스베이커,브레스코(BRESCO),"5,500","3,300","2,000","87,406","98,206
(1.00)","1,650",50,"24,750",0,0,0,0,0,0,0
2022,카페플러스82,#ERROR!,"5,500","5,500","3,000","60,000","74,000
(1.00)","1,650",66,"33,000",,,,,,,
2022,샐러리아,샐러리아 SALARIA,"5,500","3,300","3,000","59,000","70,800
(1.00)","30,000",50,"30,000",0,0,0,0,0,0,0
2022,워너커피,워너커피(WANNA COFFEE),"6,600","3,300","2,000","43,750","55,650
(1.00)","1,650",33,"16,500",7,0,0,1,0,134588,15870
2022,제이와이에프앤비(주),챔스빈커피,"7,700","3,300",0,"47,900","58,900
(1.00)","2,145",33,"21,450",1,1,0,0,0,0,0
2022,협동조합인재개발뱅크,인재 36.5도 까페,"5,500","3,300","8,000","88,000","104,800
(1.00)","2,530",50,"37,950",0,0,0,0,0,0,0
2022,엔와이앤컴퍼니(주),식빵언니,"7,700","3,300",0,"80,850","91,850
(1.00)","2,145",33,"21,450",0,0,0,0,0,0,0
2022,새로인베스트먼트(주),보버라운지(BOVER),"10,000","5,000",0,"180,000","195,000
(2.00)","3,500",99,"105,000",0,0,0,0,0,0,0
2022,(주)골든카우보이,명동예술관커피,"3,300","2,200",0,"51,750","57,250
(1.00)","1,705",33,"17,050",0,0,0,0,0,0,0
2022,더노벰버(주),더노벰버 라운지,"5,000","3,000","10,000","173,800","191,800
(2.00)","1,650",198,"99,000",0,0,0,0,0,0,0
2022,(주)만랩,만랩커피,"5,500","4,400","1,000","77,605","88,505
(1.00)","2,200",33,"22,000",139,26,0,17,4,0,0
2022,(주)만월경,카페만월경,0,0,0,0,"0
(.00)","1,994",26,"15,950",21,21,0,0,0,0,0
2022,짹슨커피본점,짹슨커피,"2,200","3,300","1,000","49,296","55,796
(1.00)","2,000",33,"20,000",0,0,0,0,0,0,0
2022,(주)씨에이치제이,45초 커피,"5,500","3,300","3,000","74,074","85,874
(1.00)","4,208",33,"42,075",0,0,0,0,0,0,0
2022,(주)트러스트에프앤비(TRUSTF&B),트러스트 스페셜티 커피,"6,600","4,400","2,000","74,500","87,500
(1.00)","2,200",33,"22,000",2,2,0,0,0,0,0
2022,(주)푸디아,하와이코나 사자커피,"8,800","2,200","5,000","59,400","75,400
(1.00)","2,200",50,"33,000",1,1,3,0,0,0,0
2022,(주)홍두당,cafe근대골목도나스,"11,000","5,500","5,000","217,800","239,300
(2.00)","2,750",132,"110,000",0,0,0,0,0,0,0
2022,(주)델리코리아,익스브루,"3,300","2,200","2,000","25,300","32,800
(.00)","2,750",33,"27,500",0,0,0,0,0,0,0
2022,(주)알겟지,플레이펭,"5,500","2,200","5,000",0,"12,700
(.00)","1,767",50,"26,510",0,0,0,0,0,0,0
2022,스컹크웍스,스컹크웍스,"33,000","5,500",0,"302,500","341,000
(3.00)","2,750",198,"165,000",2,0,0,0,0,0,0
2022,(주)아쿠아가든카페,아쿠아가든(AQUAGARDEN),"10,000","10,000","20,000","528,950","568,950
(6.00)","2,000",231,"140,000",0,0,0,0,0,0,0
2022,(주)채선당,범퍼커피(BUMPER COFFEE),"5,500","3,300","2,000","70,400","81,200
(1.00)","1,540",50,"23,100",0,0,0,0,0,0,0
2022,블랭킷Blanket,블랭킷(Blanket),"5,500","3,300","2,000","77,000","87,800
(1.00)","1,870",66,"37,400",0,0,0,0,0,0,0
2022,(주)씨엠에프인터내셔널,DEBART(드바르트),"5,000","8,800","5,000",0,"18,800
(.00)","2,640",264,"211,200",0,0,0,0,0,0,0
2022,(주)씨엠에프인터내셔널,DEBART(드바르트),"5,500","8,800","5,000","421,860","441,160
(5.00)","2,640",264,"211,200",0,0,0,0,0,0,0
2022,에스에이치컴퍼니,달다구니(DALDAGUNI),"5,500","1,100","10,000","68,200","84,800
(1.00)","2,200",66,"44,000",0,0,0,0,0,0,0
2022,(주)제이엠케이,비엔나커피하우스,"5,500","3,300","10,000","148,800","167,600
(2.00)","2,200",99,"66,000",38,0,3,3,0,171213,3082
2022,감성커피테라스,감성커피 테라스,"3,300","2,200","2,000","42,600","50,100
(1.00)","1,438",26,"11,500",0,0,0,0,0,0,0
2022,커피캡틴진주본점,커피캡틴,"11,000","5,500","2,000","63,635","82,135
(1.00)","1,650",33,"16,500",0,0,0,0,0,0,0
2022,(주)알리스타커피,ALI?TOGO?STAR (알리투고스타)커피,"13,200","3,300","3,000","77,000","96,500
(1.00)","2,750",50,"41,250",0,0,0,0,0,0,0
2022,(주)아마릴리스,스위트1225,"5,500","5,500","3,000","100,100","114,100
(1.00)","3,300",66,"66,000",0,0,0,0,0,0,0
2022,딜리버리똑똑,정성식혜,550,0,0,"5,000","5,550
(.00)",0,23,0,0,0,0,0,0,0,0
